Channel 1,Channel 2,Channel 3,Channel 4,Class,Row Number,Session,Subject
-7.8125,10.25390625,7.8125,65.4296875,0,37,6,Shawn
-0.48828125,-4.39453125,9.765625,32.2265625,0,38,6,Shawn
31.25,-11.23046875,11.23046875,3.90625,0,39,6,Shawn
26.85546875,-1.46484375,8.7890625,26.3671875,0,40,6,Shawn
-5.859375,11.23046875,0.9765625,65.4296875,0,41,6,Shawn
-8.30078125,9.765625,2.44140625,42.48046875,0,42,6,Shawn
24.4140625,7.8125,-5.37109375,2.9296875,0,43,6,Shawn
33.203125,13.18359375,-11.71875,16.11328125,0,44,6,Shawn
0.48828125,9.27734375,-9.27734375,46.38671875,0,45,6,Shawn
-6.34765625,20.5078125,-10.25390625,52.24609375,0,46,6,Shawn
24.4140625,23.92578125,-2.44140625,24.90234375,0,47,6,Shawn
36.1328125,6.34765625,4.8828125,14.16015625,0,48,6,Shawn
2.9296875,-6.34765625,15.625,31.73828125,0,49,6,Shawn
-27.34375,-6.8359375,22.94921875,31.73828125,0,50,6,Shawn
-0.48828125,-1.46484375,14.6484375,13.671875,0,51,6,Shawn
35.64453125,1.953125,8.30078125,11.23046875,0,52,6,Shawn
19.53125,4.39453125,15.13671875,39.55078125,0,53,6,Shawn
-7.32421875,3.41796875,14.6484375,55.6640625,0,54,6,Shawn
6.34765625,6.8359375,6.8359375,32.2265625,0,55,6,Shawn
38.57421875,6.34765625,15.625,10.25390625,0,56,6,Shawn
31.25,8.30078125,4.8828125,29.296875,0,57,6,Shawn
2.44140625,19.53125,-11.23046875,65.91796875,0,58,6,Shawn
0.9765625,16.6015625,-0.48828125,55.17578125,0,59,6,Shawn
28.80859375,5.37109375,13.671875,14.6484375,0,60,6,Shawn
37.109375,5.37109375,26.3671875,18.5546875,0,61,6,Shawn
10.7421875,5.37109375,24.90234375,55.6640625,0,62,6,Shawn
-4.39453125,-0.9765625,-8.7890625,53.7109375,0,63,6,Shawn
11.71875,1.46484375,-26.3671875,13.671875,0,64,6,Shawn
20.99609375,3.41796875,10.25390625,0.9765625,0,65,6,Shawn
-0.48828125,-3.90625,36.1328125,38.57421875,0,66,6,Shawn
-18.06640625,-18.5546875,32.2265625,55.17578125,0,67,6,Shawn
-3.90625,-16.6015625,17.08984375,12.6953125,0,68,6,Shawn
35.64453125,0.0,6.34765625,-0.9765625,0,69,6,Shawn
26.85546875,0.0,16.6015625,35.15625,0,70,6,Shawn
-29.296875,-5.859375,12.6953125,49.31640625,0,71,6,Shawn
-29.78515625,-3.41796875,-0.48828125,20.99609375,0,72,6,Shawn
8.30078125,-5.37109375,8.7890625,3.41796875,0,73,6,Shawn
20.01953125,2.44140625,19.53125,22.94921875,0,74,6,Shawn
-6.34765625,3.41796875,16.6015625,55.6640625,0,75,6,Shawn
-11.71875,-10.25390625,12.6953125,51.7578125,0,76,6,Shawn
27.34375,-13.671875,14.16015625,17.578125,0,77,6,Shawn
42.48046875,-4.8828125,7.32421875,20.01953125,0,78,6,Shawn
22.4609375,0.48828125,4.39453125,53.7109375,0,79,6,Shawn
9.765625,-3.90625,2.44140625,58.59375,0,80,6,Shawn
27.34375,-11.71875,0.0,34.66796875,0,81,6,Shawn
43.9453125,-16.11328125,1.953125,27.34375,0,82,6,Shawn
27.34375,-9.27734375,0.9765625,54.19921875,0,83,6,Shawn
5.859375,-6.34765625,-2.9296875,70.3125,0,84,6,Shawn
22.4609375,-13.18359375,4.8828125,58.10546875,0,85,6,Shawn
51.26953125,-14.16015625,11.23046875,32.2265625,0,86,6,Shawn
37.109375,-12.6953125,15.625,41.50390625,0,87,6,Shawn
5.859375,-1.46484375,23.92578125,69.3359375,0,88,6,Shawn
1.953125,0.9765625,24.4140625,52.24609375,0,89,6,Shawn
23.92578125,-10.25390625,22.4609375,11.71875,0,90,6,Shawn
28.80859375,-3.41796875,15.625,20.01953125,0,91,6,Shawn
3.90625,15.13671875,4.39453125,54.19921875,0,92,6,Shawn
-4.39453125,6.8359375,-0.9765625,35.64453125,0,93,6,Shawn
22.4609375,-5.37109375,0.48828125,0.9765625,0,94,6,Shawn
30.76171875,-1.46484375,11.23046875,3.90625,0,95,6,Shawn
-4.39453125,-8.30078125,18.06640625,41.9921875,0,96,6,Shawn
-20.99609375,-20.99609375,13.671875,46.875,0,97,6,Shawn
7.8125,-22.94921875,4.8828125,11.23046875,0,98,6,Shawn
31.73828125,-17.578125,7.32421875,2.44140625,0,99,6,Shawn
16.6015625,-12.6953125,6.8359375,31.25,0,100,6,Shawn
3.41796875,-0.48828125,-4.8828125,64.453125,0,101,6,Shawn
19.04296875,10.7421875,-6.34765625,35.64453125,0,102,6,Shawn
40.0390625,-9.27734375,6.8359375,-6.8359375,0,103,6,Shawn
33.203125,-16.6015625,19.53125,20.01953125,0,104,6,Shawn
